war_id,war_name,side,bucket,low,high,notes
iran_iraq_war,Iran-Iraq War,Iraq / Ba'athist Iraq,deaths_from_actions:ethnic_cleansing_genocide,50000,100000,"Human Rights Watch estimates at least 50,000 and possibly 100,000 Kurds deliberately murdered in Anfal. Iraqi tribunal/prosecutorial usage often cited about 180,000-182,000, but HRW's lower range is used for the main rollup."
iran_iraq_war,Iran-Iraq War,Iraq / Ba'athist Iraq,deaths_from_actions:chemical_weapons,20000,20000,"OPCW material estimates more than 100,000 Iranian chemical-weapons casualties, about 20,000 of whom died immediately or in following days/months. These deaths overlap heavily with Iranian military and civilian death totals and are not added separately to the grand total."
salvadoran_civil_war,Salvadoran Civil War,Government of El Salvador and allied forces,military_killed,10360,,"Reported as 10,360+ government-side combatants killed; treat as a minimum/point estimate, not a firm upper bound. The Truth Commission report notes annex lists of armed-forces members killed, but the accessible report text did not provide a total."
salvadoran_civil_war,Salvadoran Civil War,Government of El Salvador and allied forces,civilians_killed_directly,51277,71209,"The Truth Commission attributed almost 85% of registered cases to state agents, allied paramilitary groups, and death squads. Because the Commission's data are complaints and not a full mortality database, the numeric range is a proportional inference."
salvadoran_civil_war,Salvadoran Civil War,Government of El Salvador and allied forces,deaths_from_actions:displacement,,,"Government counterinsurgency tactics produced mass displacement and refugee flight, but no reliable separately quantified indirect-death estimate was found. Violent deaths from massacres, executions, shelling and bombing are counted under civilians_killed_directly."
salvadoran_civil_war,Salvadoran Civil War,Farabundo Martí National Liberation Front (FMLN),military_killed,12274,23840,"Seligson and McElhinny are reported as estimating 12,274–23,840 FMLN combatant deaths; another common summary gives 12,274–20,000."
salvadoran_civil_war,Salvadoran Civil War,Farabundo Martí National Liberation Front (FMLN),civilians_killed_directly,3016,4189,The FMLN was responsible for a much smaller but real share of documented abuses. The range is a proportional inference from complaint attribution and the modern civilian-death estimate.
second_sudanese_civil_war,Second Sudanese Civil War,Government of Sudan and aligned forces,military_killed,,,"No reliable source found disaggregates Government of Sudan military deaths. UCDP/PRIO-derived conflict-level battle deaths are reported as 61,528 for Sudan 1983-2005 in one survey table, while World Bank/UCDP annual values for 1989-2005 sum to 41,240; these are all-side battle-related deaths and inc"
second_sudanese_civil_war,Second Sudanese Civil War,Government of Sudan and aligned forces,civilians_killed_directly,,,"The overall direct civilian death toll caused by government and aligned forces is unknown. Available sources document widespread killing, bombardment, scorched earth, abduction, and militia raids but do not produce a comprehensive perpetrator-specific total."
second_sudanese_civil_war,Second Sudanese Civil War,Government of Sudan and aligned forces,deaths_from_actions:famine,,,"Government and allied militia actions were central to famine-producing mechanisms, including raiding, asset-stripping, displacement, and relief obstruction. HRW says the 1998 famine affected 2.6 million people and that government/militia and opposition abuses caused or worsened it, but it does not a"
second_sudanese_civil_war,Second Sudanese Civil War,Government of Sudan and aligned forces,deaths_from_actions:displacement,,,"HRW documented government scorched-earth tactics, burning and looting villages, and relief restrictions; these contributed to the conflict's mostly indirect mortality but cannot be separated numerically from other causes and perpetrators."
second_sudanese_civil_war,Second Sudanese Civil War,Government of Sudan and aligned forces,deaths_from_actions:relief_obstruction,,,HRW and U.S. government sources describe restrictions on relief and use of food as a weapon. No reliable government-only death count is available.
second_sudanese_civil_war,Second Sudanese Civil War,SPLM/A mainstream and allied anti-government forces,military_killed,,,No reliable source found disaggregates SPLA military deaths. Available battle-death data are conflict-level and not side-specific.
second_sudanese_civil_war,Second Sudanese Civil War,SPLM/A mainstream and allied anti-government forces,civilians_killed_directly,,,"The full civilian death toll directly caused by SPLA mainstream forces is unknown. The SPLA is documented as a perpetrator of civilian abuses, but sources do not provide a comprehensive total."
second_sudanese_civil_war,Second Sudanese Civil War,SPLM/A mainstream and allied anti-government forces,deaths_from_actions:siege,,,HRW states that SPLA-Torit besieged garrison towns and on some occasions used starvation of civilians as a method of combat. No reliable death count is available.
second_sudanese_civil_war,Second Sudanese Civil War,SPLM/A mainstream and allied anti-government forces,deaths_from_actions:famine,,,"HRW found SPLA actions, including starving garrison towns and attacks on transport, contributed to famine. It does not provide a separable SPLA-only death count."
second_sudanese_civil_war,Second Sudanese Civil War,"SPLA-Nasir, SPLA-United, SSIM/A, SSDF and other southern breakaway forces",military_killed,,,"No reliable source found disaggregates military deaths for SPLA-Nasir, SSDF, or other breakaway forces."
second_sudanese_civil_war,Second Sudanese Civil War,"SPLA-Nasir, SPLA-United, SSIM/A, SSDF and other southern breakaway forces",civilians_killed_directly,2000,,"At least 2,000 direct civilian deaths are documented for Bor; broader direct civilian killings by breakaway factions are not comprehensively counted."
second_sudanese_civil_war,Second Sudanese Civil War,"SPLA-Nasir, SPLA-United, SSIM/A, SSDF and other southern breakaway forces",deaths_from_actions:famine,25000,,"Secondary summaries report about 25,000 additional famine deaths after the Bor massacre due to displacement and cattle loss. This figure is less secure than HRW's direct-death figure."
second_sudanese_civil_war,Second Sudanese Civil War,"SPLA-Nasir, SPLA-United, SSIM/A, SSDF and other southern breakaway forces",deaths_from_actions:ethnic_cleansing,,,"HRW and UCDP document ethnic targeting and factional attacks, but no complete death count is available."
sri_lankan_civil_war,Sri Lankan Civil War,Government of Sri Lanka and allied security forces,military_killed,23790,28708,Low is Gotabaya Rajapaksa's state-TV-cited figure for military/security personnel killed since 1981; high is later official-record figure for security personnel killed. Composition is inconsistent across sources and may or may not include police and Civil Defence personnel.
sri_lankan_civil_war,Sri Lankan Civil War,Government of Sri Lanka and allied security forces,civilians_killed_directly,,40000,No reliable all-war civilian-death total can be cleanly attributed to Government forces alone. The 2009 Vanni toll is the largest component; the UN found most final-phase civilian casualties were caused by Government shelling but did not provide a numerical split.
sri_lankan_civil_war,Sri Lankan Civil War,Government of Sri Lanka and allied security forces,deaths_from_actions:denial_of_humanitarian_assistance,,,"The UN Panel found that the Government deliberately used reduced civilian population estimates, causing food and medical supplies to be inadequate and unnecessarily costing many lives; no separate quantified death toll is available."
sri_lankan_civil_war,Sri Lankan Civil War,Government of Sri Lanka and allied security forces,deaths_from_actions:detention_displacement_disease,,,"The UN Panel described closed camps, overcrowding, screening, disappearances, executions, and unnecessary deaths, but no reliable aggregate death toll is available."
sri_lankan_civil_war,Sri Lankan Civil War,Liberation Tigers of Tamil Eelam (LTTE),military_killed,22390,27000,"Low is LTTE's own reported fighter deaths through November 2008; high is a commonly cited all-war figure for LTTE cadres killed. Late-2009 losses, forced recruits, and auxiliaries are uncertain."
sri_lankan_civil_war,Sri Lankan Civil War,Liberation Tigers of Tamil Eelam (LTTE),civilians_killed_directly,2252,4100,"The 3,700–4,100 range is the broadest civilian-attack estimate found, but it excludes an independently quantified final-phase escape-shooting total. The 1990 police massacre is treated under state/security-force combatant deaths, not civilian deaths."
sri_lankan_civil_war,Sri Lankan Civil War,Liberation Tigers of Tamil Eelam (LTTE),deaths_from_actions:human_buffer_hostage_policy,,,"The UN Panel found that the LTTE refused civilians permission to leave, used them as hostages and a human buffer, and that this added significantly to the total death toll. No separate numerical toll is available."
sri_lankan_civil_war,Sri Lankan Civil War,Liberation Tigers of Tamil Eelam (LTTE),deaths_from_actions:forced_recruitment,,,"The UN Panel found forced recruitment throughout the war and intensified final-phase recruitment, including children as young as 14, but did not quantify resulting deaths separately."
sri_lankan_civil_war,Sri Lankan Civil War,Liberation Tigers of Tamil Eelam (LTTE),deaths_from_actions:forced_labor,,,The UN Panel found that forced labour blurred the combatant/civilian distinction and exposed civilians to additional harm from shelling; no separate death estimate is available.
sri_lankan_civil_war,Sri Lankan Civil War,India / Indian Peace Keeping Force (IPKF),military_killed,1165,1500,"The lower figure is commonly cited as IPKF deaths; secondary summaries sometimes give 1,500 Indian soldiers killed during the 1987–1990 intervention."
sri_lankan_civil_war,Sri Lankan Civil War,India / Indian Peace Keeping Force (IPKF),civilians_killed_directly,,,"No authoritative all-IPKF civilian-death total was found. The numbers here are documented components, not a complete total."
sri_lankan_civil_war,Sri Lankan Civil War,India / Indian Peace Keeping Force (IPKF),deaths_from_actions:disappearance_detention_abuse,,,"Amnesty and UTHR material document disappearances, arbitrary arrests, torture, and deaths in custody during the IPKF period, but not a reliable aggregate death toll."
